as_of_date,team_code,scorer,goals_weighted,share
2026-06-01,HAI,Claude Némurin,0.0000000010,0.0000000000
2026-06-01,HAI,Joseph Pierre,0.0000000010,0.0000000000
2026-06-01,HAI,Gerard Ellie,0.0000000000,0.0000000000
2026-06-01,HAI,Robert St. Fort,0.0000000000,0.0000000000
2026-06-01,IRN,Mehdi Taremi,9.1288912925,0.2633772918
2026-06-01,IRN,Sardar Azmoun,7.2807038541,0.2100553071
2026-06-01,IRN,Mohammad Mohebi,3.4907899965,0.1007126480
2026-06-01,IRN,Mehdi Ghayedi,2.6430342397,0.0762540793
2026-06-01,IRN,Alireza Jahanbakhsh,2.0113655608,0.0580298305
2026-06-01,IRN,Karim Ansarifard,1.4559285704,0.0420049392
2026-06-01,IRN,Ramin Rezaeian,1.1410913904,0.0329215839
2026-06-01,IRN,Hossein Kanaanizadegan,1.0252144635,0.0295784231
2026-06-01,IRN,Amirhossein Hosseinzadeh,0.7109620628,0.0205119392
2026-06-01,IRN,Mohammad Mehdi Mohebi,0.7109620628,0.0205119392
2026-06-01,IRN,Shojae Khalilzadeh,0.6103551784,0.0176093338
2026-06-01,IRN,Saleh Hardani,0.5852825795,0.0168859652
2026-06-01,IRN,Ali Gholizadeh,0.5692539112,0.0164235227
2026-06-01,IRN,Omid Noorafkan,0.4637012852,0.0133782280
2026-06-01,IRN,Ahmad Nourollahi,0.4021595966,0.0116026911
2026-06-01,IRN,Kaveh Rezaei,0.3509783355,0.0101260625
2026-06-01,IRN,Rouzbeh Cheshmi,0.2921785638,0.0084296325
2026-06-01,IRN,Ehsan Hajsafi,0.2793192677,0.0080586295
2026-06-01,IRN,Morteza Pouraliganji,0.2191850457,0.0063236993
2026-06-01,IRN,Ashkan Dejagah,0.2129083232,0.0061426098
2026-06-01,IRN,Milad Mohammadi,0.1754891677,0.0050630312
2026-06-01,IRN,Vahid Amiri,0.1741490143,0.0050243665
2026-06-01,IRN,Reza Ghoochannejhad,0.1178854309,0.0034011080
2026-06-01,IRN,Mehrdad Mohammadi,0.0978118931,0.0028219672
2026-06-01,IRN,Saman Ghoddos,0.0750811696,0.0021661639
2026-06-01,IRN,Jalal Hosseini,0.0672164286,0.0019392586
2026-06-01,IRN,Javad Nekounam,0.0611254902,0.0017635292
2026-06-01,IRN,Masoud Shojaei,0.0486962960,0.0014049350
2026-06-01,IRN,Andranik Teymourian,0.0364339408,0.0010511542
2026-06-01,IRN,Kamal Kamyabinia,0.0250145984,0.0007216952
2026-06-01,IRN,Saeid Ezatolahi,0.0248950342,0.0007182457
2026-06-01,IRN,Mohammad Reza Khalatbari,0.0236767340,0.0006830965
2026-06-01,IRN,Mehdi Torabi,0.0232799158,0.0006716480
2026-06-01,IRN,Gholamreza Rezaei,0.0204283310,0.0005893770
2026-06-01,IRN,Mojtaba Jabbari,0.0182435230,0.0005263432
2026-06-01,IRN,Hadi Aghily,0.0117109332,0.0003378717
2026-06-01,IRN,Ali Karimi,0.0114252957,0.0003296308
2026-06-01,IRN,Ali Daei,0.0087063853,0.0002511876
2026-06-01,IRN,Milad Meydavoudi,0.0061567134,0.0001776271
2026-06-01,IRN,Saeid Daghighi,0.0055142994,0.0001590928
2026-06-01,IRN,Arash Afshin,0.0046184944,0.0001332480
2026-06-01,IRN,Mohammad Nouri,0.0046184944,0.0001332480
2026-06-01,IRN,Iman Mobali,0.0045832245,0.0001322304
2026-06-01,IRN,Karim Bagheri,0.0044250441,0.0001276668
2026-06-01,IRN,Mehdi Mahdavikia,0.0035095902,0.0001012551
2026-06-01,IRN,Ferydoon Zandi,0.0031972032,0.0000922424
2026-06-01,IRN,Alireza Vahedi Nikbakht,0.0029422213,0.0000848859
2026-06-01,IRN,Vahid Hashemian,0.0022346344,0.0000644714
2026-06-01,IRN,Mohsen Khalili,0.0018602142,0.0000536690
2026-06-01,IRN,Javad Kazemian,0.0013442626,0.0000387833
2026-06-01,IRN,Reza Enayati,0.0013286482,0.0000383328
2026-06-01,IRN,Sohrab Bakhtiarizadeh,0.0011940127,0.0000344484
2026-06-01,IRN,Mohammad Nosrati,0.0011237195,0.0000324204
2026-06-01,IRN,Yahya Golmohammadi,0.0011066678,0.0000319284
2026-06-01,IRN,Arash Borhani,0.0010478042,0.0000302302
2026-06-01,IRN,Ebrahim Taghipour,0.0008538244,0.0000246337
2026-06-01,IRN,Rahman Rezaei,0.0006439793,0.0000185794
2026-06-01,IRN,Mohammad Alavi,0.0004812367,0.0000138841
2026-06-01,IRN,Farhad Majidi,0.0004751250,0.0000137078
2026-06-01,IRN,Hamid Estili,0.0004475134,0.0000129112
2026-06-01,IRN,Khodadad Azizi,0.0004015094,0.0000115839
2026-06-01,IRN,Mehrdad Minavand,0.0002947233,0.0000085031
2026-06-01,IRN,Sirous Dinmohammadi,0.0001776440,0.0000051252
2026-06-01,IRN,Alireza Mansourian,0.0001630724,0.0000047048
2026-06-01,IRN,Ali Asghar Modir Roosta,0.0001371245,0.0000039562
2026-06-01,IRN,Mehdi Hasheminasab,0.0001327509,0.0000038300
2026-06-01,IRN,Reza Shahroudi,0.0001181222,0.0000034079
2026-06-01,IRN,Ali Mousavi,0.0000391980,0.0000011309
2026-06-01,IRN,Naeim Saadavi,0.0000330512,0.0000009536
2026-06-01,IRN,Hamid Derakhshan,0.0000298536,0.0000008613
2026-06-01,IRN,Mehdi Fonounizadeh,0.0000222352,0.0000006415
2026-06-01,IRN,Farshad Pious,0.0000190998,0.0000005510
2026-06-01,IRN,Javad Manafi,0.0000111176,0.0000003208
2026-06-01,IRN,Reza Hassanzadeh,0.0000110116,0.0000003177
2026-06-01,IRN,Sirous Ghayeghran,0.0000100151,0.0000002889
2026-06-01,IRN,Majid Namjoo-Motlagh,0.0000099480,0.0000002870
2026-06-01,IRN,Mehdi Abtahi,0.0000099480,0.0000002870
2026-06-01,IRN,Mohsen Garousi,0.0000070318,0.0000002029
2026-06-01,IRN,Karim Bavi,0.0000063341,0.0000001827
2026-06-01,IRN,Sayed Ali Eftekhari,0.0000024958,0.0000000720
2026-06-01,IRN,Samad Marfavi,0.0000022098,0.0000000638
2026-06-01,IRN,Mohammad Hassan Ansarifard,0.0000021721,0.0000000627
2026-06-01,IRN,Shahrokh Bayani,0.0000014869,0.0000000429
2026-06-01,IRN,Nasser Mohammadkhani,0.0000014850,0.0000000428
2026-06-01,IRN,Behtash Fariba,0.0000008380,0.0000000242
2026-06-01,IRN,Hamid Alidousti,0.0000007194,0.0000000208
2026-06-01,IRN,Zia Arabshahi,0.0000004933,0.0000000142
2026-06-01,IRN,Hassan Rowshan,0.0000003677,0.0000000106
2026-06-01,IRN,Hossein Faraki,0.0000003428,0.0000000099
2026-06-01,IRN,Abdolreza Barzegari,0.0000002271,0.0000000066
2026-06-01,IRN,Ghafour Jahani,0.0000002035,0.0000000059
2026-06-01,IRN,Iraj Danaeifard,0.0000001646,0.0000000047
2026-06-01,IRN,Gholam Hossein Mazloumi,0.0000001379,0.0000000040
2026-06-01,IRN,Hossein Kazerani,0.0000000782,0.0000000023
2026-06-01,IRN,Nasser Nouraei,0.0000000758,0.0000000022
2026-06-01,IRN,Ali Parvin,0.0000000656,0.0000000019
2026-06-01,IRN,Alireza Khorshidi,0.0000000507,0.0000000015
2026-06-01,IRN,Alireza Azizi,0.0000000506,0.0000000015
2026-06-01,IRN,Habib Khabiri,0.0000000426,0.0000000012
2026-06-01,IRN,Parviz Ghelichkhani,0.0000000353,0.0000000010
2026-06-01,IRN,Habib Shareefi,0.0000000343,0.0000000010
2026-06-01,IRN,Mohsin Yousifi,0.0000000343,0.0000000010
2026-06-01,IRN,Hossein Kalani,0.0000000334,0.0000000010
2026-06-01,IRN,Ali Jabbari,0.0000000259,0.0000000007
2026-06-01,IRN,Safar Iranpak,0.0000000121,0.0000000004
2026-06-01,IRN,Ali Djabari,0.0000000086,0.0000000002
2026-06-01,IRN,Mehdi Monajati,0.0000000086,0.0000000002
2026-06-01,IRN,Mohammad Sadeghi,0.0000000086,0.0000000002
2026-06-01,IRN,Akbar Kargarjam,0.0000000086,0.0000000002
2026-06-01,IRN,Gholam Vafakhah,0.0000000086,0.0000000002
2026-06-01,IRN,Homayoun Behzadi,0.0000000060,0.0000000002
2026-06-01,IRN,Akbar Eftekhari,0.0000000030,0.0000000001
2026-06-01,IRN,Gholam Hossein Farzami,0.0000000015,0.0000000000
2026-06-01,IRQ,Aymen Hussein,8.5339636414,0.3205692947
2026-06-01,IRQ,Mohanad Ali,2.8587215459,0.1073848434
2026-06-01,IRQ,Ali Al-Hamadi,2.1788774415,0.0818472206
2026-06-01,IRQ,Amir Al-Ammari,1.4986892809,0.0562966736
2026-06-01,IRQ,Ibrahim Bayesh,1.3214958937,0.0496405919
2026-06-01,IRQ,Zidane Iqbal,1.2658257820,0.0475494032
2026-06-01,IRQ,Ali Jasim,1.0008163653,0.0375946055
2026-06-01,IRQ,Youssef Amyn,0.9962448222,0.0374228803
2026-06-01,IRQ,Osama Rashid,0.8462451624,0.0317883022
2026-06-01,IRQ,Sajjad Jassim,0.7109620628,0.0267065360
2026-06-01,IRQ,Bashar Resan,0.6612218141,0.0248380963
2026-06-01,IRQ,Akam Hashim,0.6572357311,0.0246883633
2026-06-01,IRQ,Hussein Ali,0.5016069679,0.0188423338
2026-06-01,IRQ,Zaid Tahseen,0.4659283197,0.0175021033
2026-06-01,IRQ,Saad Natiq,0.4411617899,0.0165717748
2026-06-01,IRQ,Rebin Sulaka,0.4390531340,0.0164925654
2026-06-01,IRQ,Ali Adnan Kadhim,0.3993416481,0.0150008455
2026-06-01,IRQ,Hussein Ali Al-Saedi,0.2308195375,0.0086704912
2026-06-01,IRQ,Mohannad Abdul-Raheem,0.1987114766,0.0074643859
2026-06-01,IRQ,Younis Mahmoud,0.1901059970,0.0071411302
2026-06-01,IRQ,Alaa Abbas,0.1765897703,0.0066334075
2026-06-01,IRQ,Safaa Hadi,0.1748178068,0.0065668455
2026-06-01,IRQ,Ahmed Yasin Ghani,0.1009092384,0.0037905485
2026-06-01,IRQ,Ahmad Ibrahim Khalaf,0.0982816577,0.0036918463
2026-06-01,IRQ,Amjad Attwan,0.0982816577,0.0036918463
2026-06-01,IRQ,Justin Meram,0.0934394603,0.0035099542
2026-06-01,IRQ,Saad Abdul-Amir,0.0808894642,0.0030385269
2026-06-01,IRQ,Humam Tariq,0.0751531504,0.0028230484
2026-06-01,IRQ,Mahdi Kamel,0.0716369940,0.0026909677
2026-06-01,IRQ,Dhurgham Ismail,0.0438154423,0.0016458806
2026-06-01,IRQ,Nashat Akram,0.0322933140,0.0012130641
2026-06-01,IRQ,Ali Hosni,0.0232799158,0.0008744854
2026-06-01,IRQ,Alaa Abdul-Zahra,0.0197668937,0.0007425224
2026-06-01,IRQ,Amjad Kalaf,0.0189273788,0.0007109869
2026-06-01,IRQ,Waleed Salim Al-Lami,0.0189273788,0.0007109869
2026-06-01,IRQ,Yaser Kasim,0.0186037101,0.0006988286
2026-06-01,IRQ,Hawar Mulla Mohammed,0.0157957263,0.0005933497
2026-06-01,IRQ,Karrar Jassim,0.0127802764,0.0004800775
2026-06-01,IRQ,Hammadi Ahmed,0.0087346994,0.0003281097
2026-06-01,IRQ,Qusay Munir,0.0082119186,0.0003084720
2026-06-01,IRQ,Mustafa Karim,0.0068149407,0.0002559960
2026-06-01,IRQ,Emad Mohammed,0.0067269483,0.0002526907
2026-06-01,IRQ,Mahdi Karim,0.0059348367,0.0002229358
2026-06-01,IRQ,Razzaq Farhan,0.0018157080,0.0000682051
2026-06-01,IRQ,Jassim Mohammed Ghulam,0.0014837092,0.0000557340
2026-06-01,IRQ,Hesham Mohammed,0.0013994424,0.0000525686
2026-06-01,IRQ,Abdul-Wahab Abu Al-Hail,0.0010907233,0.0000409719
2026-06-01,IRQ,Salih Sadir,0.0009962551,0.0000374233
2026-06-01,IRQ,Ahmad Mnajed,0.0009130611,0.0000342982
2026-06-01,IRQ,Hussam Fawzi,0.0006465936,0.0000242886
2026-06-01,IRQ,Sabah Jeayer,0.0005567087,0.0000209122
2026-06-01,IRQ,Saad Attiya,0.0004981276,0.0000187116
2026-06-01,IRQ,Jassim Swadi,0.0004565306,0.0000171491
2026-06-01,IRQ,Ahmad Kadhim,0.0004538325,0.0000170477
2026-06-01,IRQ,Laith Hussein,0.0004147890,0.0000155811
2026-06-01,IRQ,Ahmad Salah Alwan,0.0004100717,0.0000154039
2026-06-01,IRQ,Qahtan Chathir,0.0003844476,0.0000144414
2026-06-01,IRQ,Haidar Mahmoud,0.0003461755,0.0000130037
2026-06-01,IRQ,Haidar Obeid,0.0003050781,0.0000114599
2026-06-01,IRQ,Abbas Hassan Hassun,0.0003047858,0.0000114490
2026-06-01,IRQ,Habib Jafar,0.0001644766,0.0000061784
2026-06-01,IRQ,Amer Mushraf,0.0001526852,0.0000057355
2026-06-01,IRQ,Haidar Najim,0.0001513741,0.0000056862
2026-06-01,IRQ,Abbas Obeid,0.0001283724,0.0000048222
2026-06-01,IRQ,Ahmed Radhi,0.0001258181,0.0000047262
2026-06-01,IRQ,Alaa Kadhim,0.0000811421,0.0000030480
2026-06-01,IRQ,Sahib Abbas,0.0000796072,0.0000029904
2026-06-01,IRQ,Saad Qais,0.0000581572,0.0000021846
2026-06-01,IRQ,Haidar Abdullah,0.0000401483,0.0000015081
2026-06-01,IRQ,Sadiq Saadoun,0.0000392732,0.0000014753
2026-06-01,IRQ,Khalid Mohammed Sabbar,0.0000329563,0.0000012380
2026-06-01,IRQ,Naeem Saddam,0.0000193794,0.0000007280
2026-06-01,IRQ,Munthir Khalaf,0.0000191662,0.0000007200
2026-06-01,IRQ,Jaffar Omran,0.0000111176,0.0000004176
2026-06-01,IRQ,Akram Emmanuel,0.0000098154,0.0000003687
2026-06-01,IRQ,Ahmed Daham,0.0000097966,0.0000003680
2026-06-01,IRQ,Radhi Shenaishil,0.0000097966,0.0000003680
2026-06-01,IRQ,Mahdi Kadhim,0.0000095831,0.0000003600
2026-06-01,IRQ,Hussein Saeed,0.0000069321,0.0000002604
2026-06-01,IRQ,Natiq Hashim,0.0000021085,0.0000000792
2026-06-01,IRQ,Ismail Mohammed Sharif,0.0000020665,0.0000000776
2026-06-01,IRQ,Khalil Allawi,0.0000012596,0.0000000473
2026-06-01,IRQ,Shaker Mahmoud,0.0000006971,0.0000000262
2026-06-01,IRQ,Karim Saddam,0.0000006563,0.0000000247
2026-06-01,IRQ,Haris Mohammed,0.0000006519,0.0000000245
2026-06-01,IRQ,Karim Mohammed Allawi,0.0000005711,0.0000000215
2026-06-01,IRQ,Wamidh Munir,0.0000005512,0.0000000207
2026-06-01,IRQ,Adel Khudhair,0.0000001361,0.0000000051
2026-06-01,IRQ,Nazar Ashraf,0.0000001361,0.0000000051
2026-06-01,IRQ,Adnan Dirjal,0.0000001354,0.0000000051
2026-06-01,IRQ,Hadi Ahmed,0.0000001354,0.0000000051
2026-06-01,IRQ,Sabah Hatim,0.0000000328,0.0000000012
2026-06-01,IRQ,Falah Hassan,0.0000000254,0.0000000010
2026-06-01,IRQ,Sabah Abdul-Jalil,0.0000000254,0.0000000010
2026-06-01,IRQ,Kadhim Waal,0.0000000252,0.0000000009
2026-06-01,IRQ,Ali Kadhim,0.0000000164,0.0000000006
2026-06-01,IRQ,Riyadh Nouri,0.0000000163,0.0000000006
2026-06-01,IRQ,Douglas Aziz,0.0000000082,0.0000000003
2026-06-01,IRQ,Salah Obeid,0.0000000082,0.0000000003
2026-06-01,IRQ,Bashar Rashid,0.0000000081,0.0000000003
2026-06-01,IRQ,Ammo Yousif,0.0000000061,0.0000000002
2026-06-01,JOR,Yazan Al-Naimat,5.9573177616,0.2459186251
2026-06-01,JOR,Ali Olwan,5.1850944435,0.2140411755
2026-06-01,JOR,Musa Al-Taamari,4.9175382441,0.2029964310
2026-06-01,JOR,Yazan Al-Arab,1.2732153278,0.0525584458
2026-06-01,JOR,Noor Al-Rawabdeh,1.0489180947,0.0432994354
2026-06-01,JOR,Mahmoud Al-Mardi,0.8705658395,0.0359370379
2026-06-01,JOR,Baha' Faisal,0.7740495526,0.0319528367
2026-06-01,JOR,Abdallah Nasib,0.6572357311,0.0271307514
2026-06-01,JOR,Ibrahim Sadeh,0.4992093974,0.0206074098
2026-06-01,JOR,Mohammad Abu Zrayq,0.4659283197,0.0192335639
2026-06-01,JOR,Saed Al-Rosan,0.4659283197,0.0192335639
2026-06-01,JOR,Nizar Al-Rashdan,0.4411617899,0.0182111993
2026-06-01,JOR,Hamza Al-Dardour,0.3336241015,0.0137720336
2026-06-01,JOR,Ahmad Ersan,0.1999154505,0.0082525282
2026-06-01,JOR,Hassan Abdel-Fattah,0.1668605789,0.0068880200
2026-06-01,JOR,Ahmed Samir,0.1228646956,0.0050718659
2026-06-01,JOR,Abdallah Deeb,0.1206802334,0.0049816911
2026-06-01,JOR,Salem Al-Ajalin,0.1016337929,0.0041954523
2026-06-01,JOR,Feras Shelbaieh,0.0982816577,0.0040570759
2026-06-01,JOR,Baha' Abdel-Rahman,0.0863716224,0.0035654285
2026-06-01,JOR,Tareq Khattab,0.0752973192,0.0031082803
2026-06-01,JOR,Anas Bani Yaseen,0.0750092577,0.0030963891
2026-06-01,JOR,Ahmad Hayel,0.0512356384,0.0021150119
2026-06-01,JOR,Yousef Al-Rawashdeh,0.0469540368,0.0019382670
2026-06-01,JOR,Amer Deeb,0.0311341566,0.0012852208
2026-06-01,JOR,Yousef Al-Naber,0.0282788820,0.0011673548
2026-06-01,JOR,Munther Abu Amarah,0.0233917231,0.0009656125
2026-06-01,JOR,Yaseen Al-Bakhit,0.0233917231,0.0009656125
2026-06-01,JOR,Saeed Murjan,0.0171846298,0.0007093831
2026-06-01,JOR,Mussab Al-Laham,0.0115993014,0.0004788202
2026-06-01,JOR,Bashar Bani Yaseen,0.0105810039,0.0004367848
2026-06-01,JOR,Tha'er Bawab,0.0102182503,0.0004218103
2026-06-01,JOR,Khalil Bani Attiah,0.0099124569,0.0004091871
2026-06-01,JOR,Basem Fathi,0.0068149407,0.0002813214
2026-06-01,JOR,Odai Al-Saify,0.0046096515,0.0001902868
2026-06-01,JOR,Mahmoud Shelbaieh,0.0025351694,0.0001046520
2026-06-01,JOR,Hatem Aqel,0.0019023360,0.0000785286
2026-06-01,JOR,Badran Al-Shagran,0.0017477335,0.0000721466
2026-06-01,JOR,Waseem Al-Bzour,0.0017229394,0.0000711231
2026-06-01,JOR,Essam Abu Touk,0.0007707808,0.0000318179
2026-06-01,JOR,Abdel-Hadi Al-Maharmeh,0.0005151174,0.0000212641
2026-06-01,JOR,Anas Al-Zboun,0.0004761908,0.0000196572
2026-06-01,JOR,Khaled Saad,0.0004761908,0.0000196572
2026-06-01,JOR,Haitham Al-Shboul,0.0004565306,0.0000188456
2026-06-01,JOR,Mo'ayyad Salim,0.0004269122,0.0000176230
2026-06-01,JOR,Awad Ragheb,0.0004100717,0.0000169278
2026-06-01,JOR,Mustafa Shehdeh,0.0004100717,0.0000169278
2026-06-01,JOR,Ghanem Hamarsheh,0.0003083107,0.0000127271
2026-06-01,JOR,Rateb Al-Awadat,0.0001541554,0.0000063635
2026-06-01,JOR,Bilal Al-Laham,0.0001529781,0.0000063150
2026-06-01,JOR,Jeris Tadrus,0.0000943955,0.0000038967
2026-06-01,JOR,Basam Al-Khateeb,0.0000375077,0.0000015483
2026-06-01,JOR,Hassouneh Al-Sheikh,0.0000375077,0.0000015483
2026-06-01,JOR,Subhi Al-Gnimaz,0.0000291773,0.0000012044
2026-06-01,JOR,Mohammad Muharam,0.0000290552,0.0000011994
2026-06-01,JOR,Jamal Abu Abed,0.0000103291,0.0000004264
2026-06-01,JOR,Ahmad Al-Bashir,0.0000098154,0.0000004052
2026-06-01,JOR,Aref Al-Shewaier,0.0000097405,0.0000004021
2026-06-01,JOR,Hisham Abdul-Munam,0.0000096199,0.0000003971
2026-06-01,JOR,Khaled Awad,0.0000042454,0.0000001753
2026-06-01,JOR,Mohamed Al-Diabaz,0.0000041888,0.0000001729
2026-06-01,JOR,Rateb Al-Dawud,0.0000026882,0.0000001110
2026-06-01,JOR,Issam Said Saleh,0.0000005439,0.0000000225
2026-06-01,JPN,Ayase Ueda,5.4099682843,0.1212075077
2026-06-01,JPN,Takumi Minamino,4.5157998684,0.1011741323
2026-06-01,JPN,Daichi Kamada,3.4879907201,0.0781466064
2026-06-01,JPN,Takefusa Kubo,2.7678369650,0.0620119384
2026-06-01,JPN,Ritsu Dōan,2.5908085879,0.0580457103
2026-06-01,JPN,Hidemasa Morita,2.4577297922,0.0550641495
2026-06-01,JPN,Yuya Osako,2.1752319937,0.0487349342
2026-06-01,JPN,Kōki Ogawa,1.7338384116,0.0388457421
2026-06-01,JPN,Koki Ogawa,1.5457299215,0.0346312698
2026-06-01,JPN,Keito Nakamura,1.4332848054,0.0321119958
2026-06-01,JPN,Junya Ito,1.1732112583,0.0262851841
2026-06-01,JPN,Mao Hosoya,1.1238980484,0.0251803475
2026-06-01,JPN,Kaoru Mitoma,1.0063341755,0.0225463905
2026-06-01,JPN,Yukinari Sugawara,0.9959794760,0.0223143988
2026-06-01,JPN,Ao Tanaka,0.9550059571,0.0213964086
2026-06-01,JPN,Daizen Maeda,0.8396869162,0.0188127458
2026-06-01,JPN,Takuma Asano,0.8096192808,0.0181390962
2026-06-01,JPN,Ko Itakura,0.7584331992,0.0169922988
2026-06-01,JPN,Ryōya Morishita,0.7109620628,0.0159287329
2026-06-01,JPN,Shūto Machino,0.7109620628,0.0159287329
2026-06-01,JPN,Junya Itō,0.5446951004,0.0122036086
2026-06-01,JPN,Wataru Endo,0.5446951004,0.0122036086
2026-06-01,JPN,Wataru Endō,0.5347664500,0.0119811624
2026-06-01,JPN,Ado Onaiwu,0.5284893208,0.0118405266
2026-06-01,JPN,Kyogo Furuhashi,0.5020835174,0.0112489184
2026-06-01,JPN,Yuki Soma,0.5016069679,0.0112382416
2026-06-01,JPN,Genki Haraguchi,0.4813444797,0.0107842711
2026-06-01,JPN,Maya Yoshida,0.4753813513,0.0106506703
2026-06-01,JPN,Keisuke Honda,0.3788762133,0.0084885232
2026-06-01,JPN,Sho Inagaki,0.3272657106,0.0073322169
2026-06-01,JPN,Shinji Kagawa,0.2971101659,0.0066565977
2026-06-01,JPN,Shinji Okazaki,0.2719117982,0.0060920415
2026-06-01,JPN,Shoya Nakajima,0.1832355379,0.0041052963
2026-06-01,JPN,Sho Sasaki,0.1761631069,0.0039468422
2026-06-01,JPN,Koji Miyoshi,0.1757160966,0.0039368272
2026-06-01,JPN,Hayao Kawabe,0.1748178068,0.0039167015
2026-06-01,JPN,Kento Hashimoto,0.1748178068,0.0039167015
2026-06-01,JPN,Takashi Inui,0.1248087412,0.0027962745
2026-06-01,JPN,Kensuke Nagai,0.0978118931,0.0021914243
2026-06-01,JPN,Yuto Nagatomo,0.0978118931,0.0021914243
2026-06-01,JPN,Yuya Kubo,0.0803557110,0.0018003276
2026-06-01,JPN,Takehiro Tomiyasu,0.0760952054,0.0017048732
2026-06-01,JPN,Tsukasa Shiotani,0.0758040914,0.0016983510
2026-06-01,JPN,Yoshinori Muto,0.0758040914,0.0016983510
2026-06-01,JPN,Hiroshi Kiyotake,0.0724684926,0.0016236186
2026-06-01,JPN,Mu Kanazaki,0.0531739161,0.0011913338
2026-06-01,JPN,Yosuke Ideguchi,0.0467678214,0.0010478086
2026-06-01,JPN,Yasuyuki Konno,0.0462147648,0.0010354176
2026-06-01,JPN,Ryoichi Maeda,0.0431774393,0.0009673679
2026-06-01,JPN,Hotaru Yamaguchi,0.0341216428,0.0007644775
2026-06-01,JPN,Yasuhito Endō,0.0292425247,0.0006551635
2026-06-01,JPN,Takashi Usami,0.0240739340,0.0005393639
2026-06-01,JPN,Masato Morishige,0.0233917231,0.0005240793
2026-06-01,JPN,Gaku Shibasaki,0.0188008438,0.0004212231
2026-06-01,JPN,Yuzo Kurihara,0.0150293905,0.0003367256
2026-06-01,JPN,Shunsuke Nakamura,0.0129604915,0.0002903730
2026-06-01,JPN,Mike Havenaar,0.0119072994,0.0002667768
2026-06-01,JPN,Kengo Nakamura,0.0098300031,0.0002202361
2026-06-01,JPN,Yuji Nakazawa,0.0090530810,0.0002028295
2026-06-01,JPN,Keiji Tamada,0.0071658695,0.0001605476
2026-06-01,JPN,Marcus Tulio Tanaka,0.0066712444,0.0001494657
2026-06-01,JPN,Naohiro Takahara,0.0064575529,0.0001446781
2026-06-01,JPN,Yūichi Komano,0.0059536497,0.0001333884
2026-06-01,JPN,Tadanari Lee,0.0046629637,0.0001044713
2026-06-01,JPN,Hajime Hosogai,0.0046451248,0.0001040716
2026-06-01,JPN,Masahiko Inoha,0.0046273542,0.0001036734
2026-06-01,JPN,Makoto Hasebe,0.0045920166,0.0001028817
2026-06-01,JPN,Seiichiro Maki,0.0043453477,0.0000973552
2026-06-01,JPN,Yoshito Ōkubo,0.0034828563,0.0000780316
2026-06-01,JPN,Masashi Oguro,0.0032261145,0.0000722794
2026-06-01,JPN,Takashi Fukunishi,0.0025165901,0.0000563829
2026-06-01,JPN,Takayuki Suzuki,0.0024924480,0.0000558420
2026-06-01,JPN,Tatsuya Tanaka,0.0021642952,0.0000484899
2026-06-01,JPN,Atsuto Uchida,0.0018745293,0.0000419978
2026-06-01,JPN,Mitsuo Ogasawara,0.0016778470,0.0000375913
2026-06-01,JPN,Atsushi Yanagisawa,0.0014262720,0.0000319549
2026-06-01,JPN,Yuki Abe,0.0013624180,0.0000305243
2026-06-01,JPN,Koji Nakata,0.0009643216,0.0000216051
2026-06-01,JPN,Hidetoshi Nakata,0.0009197296,0.0000206061
2026-06-01,JPN,Akinori Nishizawa,0.0008772648,0.0000196547
2026-06-01,JPN,Tatsuhiko Kubo,0.0008666022,0.0000194158
2026-06-01,JPN,Shinji Ono,0.0007836232,0.0000175567
2026-06-01,JPN,Kazuyoshi Miura,0.0007494315,0.0000167906
2026-06-01,JPN,Akira Kaji,0.0006919649,0.0000155031
2026-06-01,JPN,Hiroaki Morishima,0.0006234774,0.0000139687
2026-06-01,JPN,Hiroshi Nanami,0.0005387328,0.0000120700
2026-06-01,JPN,Tsuneyasu Miyamoto,0.0004981276,0.0000111603
2026-06-01,JPN,Junichi Inamoto,0.0004521125,0.0000101293
2026-06-01,JPN,Toshiya Fujita,0.0004269122,0.0000095647
2026-06-01,JPN,Takuya Takagi,0.0003711636,0.0000083157
2026-06-01,JPN,Wagner Lopes,0.0002966967,0.0000066473
2026-06-01,JPN,Tomokazu Myojin,0.0002569911,0.0000057578
2026-06-01,JPN,Masashi Nakayama,0.0002066055,0.0000046289
2026-06-01,JPN,Shigeyoshi Mochizuki,0.0001289890,0.0000028899
2026-06-01,JPN,Hideaki Kitajima,0.0001275142,0.0000028569
2026-06-01,JPN,Yutaka Akita,0.0001262407,0.0000028284
2026-06-01,JPN,Shoji Jo,0.0000888462,0.0000019906
2026-06-01,JPN,Atsuhiro Miura,0.0000808101,0.0000018105
2026-06-01,JPN,Norio Omura,0.0000732397,0.0000016409
2026-06-01,JPN,Naoki Soma,0.0000697979,0.0000015638
2026-06-01,JPN,Masakiyo Maezono,0.0000661657,0.0000014824
2026-06-01,JPN,Masami Ihara,0.0000643462,0.0000014416
2026-06-01,JPN,Masayuki Okano,0.0000459124,0.0000010286
2026-06-01,JPN,Motohiro Yamaguchi,0.0000438065,0.0000009815
2026-06-01,JPN,Yasuto Honda,0.0000366901,0.0000008220
2026-06-01,JPN,Masahiro Fukuda,0.0000356088,0.0000007978
2026-06-01,JPN,Tetsuji Hashiratani,0.0000184543,0.0000004135
2026-06-01,JPN,Takumi Horiike,0.0000117291,0.0000002628
2026-06-01,JPN,Masaaki Sawanobori,0.0000094102,0.0000002108
